id,lon,lat
596,-118.8303164,39.44178986
597,-118.8310016,39.44450111
598,-118.8255768,39.44338925
599,-118.8244156,39.44250188
600,-118.8243601,39.44424199
602,-118.8276913,39.44021182
603,-118.8265054,39.44163768
604,-118.8251368,39.44004021
605,-118.8114885,39.44432927
606,-118.8105683,39.44419593
607,-118.8117425,39.44228998
608,-118.8104938,39.44209898
609,-118.8138127,39.44395875
610,-118.8171228,39.44271082
611,-118.8165915,39.44397032
612,-118.8196574,39.44450605
613,-118.8073471,39.44406964
614,-118.8075529,39.44170084
615,-118.8031874,39.44418654
616,-118.8022295,39.44265873
617,-118.8062213,39.42134451
618,-118.8133582,39.42213626
619,-118.8206362,39.4226816
620,-118.8176922,39.42210572
621,-118.8231559,39.43372671
622,-118.8219092,39.43372841
623,-118.8204373,39.43372082
624,-118.82257,39.431864
625,-118.823058,39.42672711
626,-118.8216301,39.42723082
627,-118.820155,39.42724297
628,-118.8324075,39.43375077
629,-118.830141,39.43274075
630,-118.8304181,39.43805367
631,-118.8303938,39.43710642
632,-118.8298738,39.43514156
633,-118.8298416,39.43609253
634,-118.8321854,39.43522517
635,-118.8323094,39.43613053
636,-118.8322399,39.43717279
637,-118.8242513,39.43777447
638,-118.8268432,39.43771537
639,-118.8262832,39.43593142
640,-118.8262795,39.4327469
641,-118.8261458,39.42681579
642,-118.8296843,39.42951658
643,-118.8218408,39.43965971
644,-118.8203774,39.43615157
645,-118.8139686,39.43960936
646,-118.8114809,39.44031451
647,-118.809156,39.438969
648,-118.8067119,39.43223151
649,-118.8064888,39.43473106
650,-118.8065061,39.43700522
651,-118.806944,39.43888569
652,-118.8096897,39.4362121
653,-118.8085521,39.4349592
654,-118.8084848,39.43626788
655,-118.8111358,39.43763272
656,-118.8131155,39.43670899
657,-118.8100414,39.43313228
658,-118.8123175,39.43335073
659,-118.8148436,39.43474671
660,-118.8156254,39.43712403
661,-118.815804,39.43346015
662,-118.8104402,39.42671962
663,-118.8108632,39.42897073
664,-118.8085315,39.42964518
665,-118.8056382,39.42974905
666,-118.834575,39.41358094
667,-118.833284,39.40649527
669,-118.8235869,39.40763016
670,-118.8271352,39.40341855
671,-118.8248608,39.4032352
672,-118.8274764,39.40153135
673,-118.8263933,39.39959993
674,-118.8357356,39.39930763
675,-118.8294348,39.39779666
676,-118.829746,39.39972489
677,-118.8309294,39.39651292
678,-118.8265028,39.39645802
679,-118.82412,39.39538082
680,-118.8216029,39.40332503
681,-118.815664,39.40490048
682,-118.818606,39.40525657
683,-118.8137334,39.40414563
684,-118.8180056,39.40044224
685,-118.8134443,39.40262482
686,-118.8169715,39.40165208
687,-118.8186883,39.40278202
688,-118.816484,39.40296825
689,-118.8107057,39.4013821
690,-118.8116565,39.39881864
691,-118.8082595,39.39602015
692,-118.8084815,39.39935145
693,-118.8061044,39.398232
694,-118.8029509,39.39808968
695,-118.8018266,39.40372419
696,-118.8041492,39.4027864
697,-118.8030482,39.4072654
698,-118.8059558,39.40637503
699,-118.8073465,39.40321369
700,-118.8077292,39.40838684
701,-118.8092167,39.40613662
702,-118.8082062,39.40607069
703,-118.8104393,39.40700455
704,-118.8037459,39.41231652
705,-118.802832,39.41026313
706,-118.8104965,39.41000823
707,-118.8107834,39.41389371
708,-118.8159666,39.41193624
709,-118.8137479,39.41395113
710,-118.8183815,39.41359693
713,-118.8015582,39.41535038
714,-118.808117,39.41970549
715,-118.8082827,39.41828156
716,-118.8066755,39.41635356
717,-118.8053422,39.41411471
718,-118.8044639,39.41974523
719,-118.805534,39.41827296
721,-118.8261664,39.39281713
727,-118.8167293,39.39228313
728,-118.8039425,39.39312874
729,-118.8019903,39.39289345
730,-118.8011288,39.39401353
731,-118.8059104,39.3933766
732,-118.8009966,39.3925014
733,-118.8175545,39.38547526
734,-118.8155254,39.38512092
735,-118.8172855,39.38197451
736,-118.8182392,39.37866042
737,-118.8163193,39.3786397
738,-118.8130174,39.37780145
739,-118.8098477,39.37828561
740,-118.8218213,39.38008949
741,-118.8268598,39.38347175
742,-118.8215821,39.38348069
743,-118.8272748,39.38018276
744,-118.8253336,39.38006495
745,-118.8244216,39.38009856
746,-118.8292952,39.38034051
749,-118.8026158,39.51018074
750,-118.7998564,39.51161717
751,-118.7999083,39.51336972
752,-118.7957491,39.51301756
753,-118.7980293,39.51166179
754,-118.7935971,39.50959057
755,-118.7937602,39.5059582
756,-118.7986506,39.50605144
757,-118.7929627,39.51458101
758,-118.7885523,39.50979439
759,-118.7875291,39.51198511
760,-118.7900049,39.51235295
761,-118.7884545,39.51376961
763,-118.7832875,39.51556765
764,-118.7837702,39.51364106
765,-118.7810654,39.51366559
766,-118.7788152,39.51582223
767,-118.7787173,39.51446867
768,-118.7857732,39.51194366
769,-118.7821575,39.51181189
770,-118.7792348,39.50562476
771,-118.7791755,39.51055554
772,-118.7838097,39.51042799
773,-118.7852973,39.509224
774,-118.7840449,39.5084196
775,-118.7824201,39.50828545
776,-118.7785876,39.50845917
777,-118.7807855,39.50851149
778,-118.7855699,39.50822689
779,-118.7843996,39.50556473
780,-118.7818457,39.50489395
781,-118.7844487,39.50272467
782,-118.7824548,39.50306366
783,-118.7831302,39.49924087
784,-118.7831573,39.50107291
785,-118.7792449,39.50192117
786,-118.7885523,39.50716559
787,-118.788514,39.50458807
788,-118.7885188,39.50587933
789,-118.7981074,39.50290058
790,-118.7956078,39.50127695
791,-118.7932755,39.50304131
792,-118.7944215,39.49882737
793,-118.7948057,39.49554374
794,-118.7922719,39.49488697
795,-118.7687608,39.50841641
796,-118.7658204,39.50935025
797,-118.7684334,39.51096232
798,-118.7692943,39.50979695
799,-118.7633776,39.5178905
801,-118.7637341,39.51545735
804,-118.7651397,39.52268342
805,-118.7639601,39.52060142
806,-118.7662962,39.52071686
807,-118.7642207,39.49962904
808,-118.7637545,39.50133836
809,-118.7697575,39.49953378
810,-118.7695993,39.49627262
811,-118.7681569,39.49776861
812,-118.7713287,39.49693872
813,-118.7715474,39.49508242
815,-118.7715234,39.49373339
817,-118.7744838,39.49909275
818,-118.7637121,39.49774332
819,-118.7613774,39.49767539
820,-118.764453,39.49608965
821,-118.7666079,39.49561492
822,-118.7668182,39.49350251
823,-118.765427,39.49412337
824,-118.7643906,39.49369152
825,-118.7635773,39.49438891
826,-118.7682696,39.49434372
827,-118.7710594,39.49300922
828,-118.7667312,39.49259828
829,-118.7696457,39.49086209
830,-118.771054,39.49175208
831,-118.7652208,39.49088979
832,-118.768118,39.48820406
833,-118.7663882,39.48825304
834,-118.7709086,39.48863199
835,-118.7926462,39.48737848
836,-118.7892607,39.48826472
837,-118.7886992,39.48716182
838,-118.7934633,39.48482603
839,-118.794465,39.48529916
840,-118.7999904,39.48426451
841,-118.7996522,39.48189332
842,-118.7981936,39.48408627
843,-118.7941841,39.48300476
844,-118.7927885,39.47961339
845,-118.792778,39.48144926
846,-118.7889966,39.47974975
847,-118.7716128,39.48536999
848,-118.7663621,39.4834404
849,-118.7697801,39.48441718
850,-118.766893,39.48534164
851,-118.7709465,39.48649543
852,-118.7603423,39.47525785
853,-118.7609893,39.47710326
854,-118.7706005,39.46138359
856,-118.7656793,39.45753841
857,-118.7969161,39.46620951
858,-118.7988611,39.46327391
859,-118.7962092,39.46279253
860,-118.7940155,39.46268338
861,-118.7919493,39.46229959
862,-118.798001,39.45506542
863,-118.7975043,39.45772124
864,-118.7935399,39.45714038
865,-118.794216,39.45433309
866,-118.7922673,39.45546232
870,-118.7757986,39.45912448
871,-118.7757824,39.45746296
874,-118.7757855,39.45567421
875,-118.7792353,39.45017137
876,-118.7763128,39.45135414
877,-118.7761144,39.44801643
878,-118.7840006,39.44762785
879,-118.7864513,39.45241077
880,-118.7865122,39.45069689
881,-118.7979599,39.44765554
882,-118.7920596,39.44686691
883,-118.7925348,39.44849759
884,-118.7874008,39.44777331
885,-118.793428,39.45114481
886,-118.7979355,39.45114128
887,-118.7950336,39.44528255
888,-118.7949741,39.44451773
889,-118.7957821,39.44357686
890,-118.7957164,39.44256386
891,-118.7979205,39.44036194
892,-118.7936497,39.44041843
893,-118.7851065,39.44354116
894,-118.7893313,39.44399871
895,-118.7740433,39.44277449
896,-118.7788699,39.44331335
897,-118.7706827,39.4445924
898,-118.7687909,39.44372624
899,-118.7673288,39.44417563
900,-118.7652484,39.44027182
901,-118.765236,39.44340223
902,-118.7708307,39.44095529
903,-118.7684069,39.44078242
904,-118.7651647,39.43604234
905,-118.7699068,39.43705069
906,-118.7699265,39.43354221
907,-118.7790255,39.43356357
908,-118.7744386,39.43355062
909,-118.7697129,39.42562956
910,-118.7648132,39.42203511
911,-118.765281,39.42544379
912,-118.7692585,39.42184745
913,-118.7668425,39.41944326
914,-118.7646882,39.41947254
915,-118.7702328,39.41837876
916,-118.7748393,39.42468955
917,-118.7773582,39.42661979
918,-118.7798471,39.42693141
919,-118.7809694,39.42644878
920,-118.7809404,39.42596873
921,-118.7766033,39.42822589
922,-118.7810187,39.42806624
923,-118.7807699,39.42898135
924,-118.7747042,39.42947492
925,-118.7774699,39.42885422
926,-118.7736541,39.43042466
927,-118.7756731,39.43029498
928,-118.7779039,39.4296066
929,-118.7778474,39.43057798
930,-118.7806947,39.43078243
931,-118.789194,39.42760342
932,-118.7846581,39.42847177
933,-118.7853792,39.42998149
934,-118.7847014,39.42583556
935,-118.7825138,39.42579528
936,-118.7825004,39.4233552
937,-118.7934615,39.43006054
938,-118.7927838,39.42634486
939,-118.7978498,39.42693964
940,-118.797274,39.42510289
941,-118.7980427,39.42820214
942,-118.7979338,39.43010301
943,-118.7979904,39.43276083
944,-118.7980324,39.43562747
945,-118.7984537,39.43749162
946,-118.7967281,39.43820691
947,-118.7934571,39.43203501
948,-118.7934611,39.43539158
949,-118.7932129,39.43804187
950,-118.78987,39.43655404
951,-118.7880186,39.43446363
952,-118.7896552,39.43434877
953,-118.7883307,39.43234451
954,-118.7879745,39.43675323
955,-118.7868994,39.43609274
956,-118.7842479,39.44044377
957,-118.7794074,39.43909531
958,-118.7969533,39.41108171
959,-118.7940262,39.41581909
960,-118.7992048,39.41588995
961,-118.7973562,39.42031906
962,-118.7993444,39.41989442
963,-118.7968032,39.42268635
964,-118.7932569,39.42185693
965,-118.786985,39.42577875
966,-118.788639,39.42227324
967,-118.7836246,39.42102182
968,-118.7853012,39.42239444
969,-118.7884355,39.41931843
970,-118.7840979,39.4184149
971,-118.7780392,39.41486382
972,-118.7769147,39.41516495
973,-118.7748768,39.41458582
974,-118.7712907,39.41448301
975,-118.7688361,39.41452419
976,-118.7955873,39.40760205
977,-118.7921745,39.40519649
978,-118.793367,39.40416558
979,-118.7966734,39.40570949
980,-118.7968112,39.40347534
981,-118.7886251,39.40447846
982,-118.7874726,39.4147248
983,-118.7802646,39.40752169
984,-118.7800394,39.41079153
985,-118.7783382,39.40139058
986,-118.7744595,39.41087645
987,-118.7749079,39.4070433
988,-118.7744357,39.40487837
989,-118.7748963,39.40288301
990,-118.7746997,39.3998541
991,-118.7700988,39.40053131
992,-118.7669686,39.40084209
993,-118.7646848,39.40032598
994,-118.7656174,39.39859819
995,-118.766596,39.4034894
996,-118.7672547,39.40478243
997,-118.7658567,39.40640568
998,-118.7659083,39.40809365
999,-118.7714304,39.40665982
1000,-118.7691696,39.40719089
1001,-118.7707111,39.41211122
1002,-118.7665496,39.41109042
1003,-118.7839496,39.40424586
1004,-118.7871634,39.40165752
1005,-118.7835372,39.39907037
1006,-118.7851958,39.39997826
1008,-118.7945769,39.39998995
1009,-118.7898355,39.40001688
